id,keywords
10253,"['giantsnak', 'korea', 'build', 'dagger', 'southkorea']"
44434,[]
5259,"['heterosexu', 'ladykil', 'empower', 'strongwoman', 'orchestra', 'musiclov', 'policeband', 'independentfilm']"
47841,['womandirector']
8329,"['terror', 'obsess', 'camcord', 'firemen', 'religionandsupernatur', 'realitytv', 'bite', 'cinematograph', 'attempttoescap', 'lodger', 'live-reportag', 'foundfootag']"
14062,"['newyork', 'sex', 'obsess', 'nuditi', 'passion', 'power', 'control', 'addict', 'reveng', 'suspens', 'trust', 'danger', 'woman']"
51992,"['franc', 'languagebarri', 'bicycl', 'murder', 'suspens', 'independentfilm', 'cycl']"
49717,"['punk', 'publicsex', 'rebelliousyouth', 'girlband', 'femalerock']"
2312,"['fictionalplac', 'monster', 'lossoffamili', 'newlov', 'hero', ""loveofone'slif"", 'magic', 'fairytal', 'villain', 'kingdom', 'enchant', 'badpow', 'son', 'heirtothethron', 'motherlylov', 'wizardri', 'reveng', 'royalti', 'famili', 'basedonvideogam', 'mediev']"
13195,"['londonengland', 'diamondmin', 'juwelryheist', 'independentfilm', 'theft']"
78705,[]
30535,[]
7191,"['helicopt', 'monster', 'skyscrap', 'fight', 'camcord', 'panic', 'chao', 'supernatur', 'quarantin', 'friend', 'alien', 'rescu', 'surviv', 'disast', 'escap', 'giantmonst', 'kaiju', 'militari', 'foundfootag', 'aftercreditssting']"
12085,"['gang', 'hoodlum', 'womandirector']"
24624,[]
4170,"['usa', 'sex', 'brothersisterrelationship', 'mexicoc', 'border', 'support', 'insurancesalesman', 'punter', 'brother', 'unitedstates–mexicobarri', 'sister', 'humantraffick', 'rescu', 'independentfilm', 'crimin']"
13252,['cover-up']
42635,"['elementaryschool', 'teacher', 'school']"
11908,"['neworlean', 'allig', 'malefriendship', 'ax', 'swampf', 'serialkil']"
15017,"['stripper', 'friend', 'bestfriend']"
86241,"['familyrelationship', 'losangel']"
8875,"['fanat', 'forest', 'westvirginia', 'suspens']"
37780,['independentfilm']
18290,"['roman', 'romanc', 'womandirector']"
10247,"['suicid', 'parapleg', 'offic', 'aquarium', 'gunrampag', 'life-sav', 'rescu', 'darkcomedi', 'surpriseend', 'fallinginlov', 'fantasysequ', 'mentalhealth', 'personrunningamok']"
43604,"['biographi', 'panchovilla']"
3575,"['newyork', 'report', 'seriesofmurd']"
28303,['brothel']
27507,"['marriagepropos', 'clown', 'count', 'love', 'tragedi', 'oldermanyoungerwomanrelationship', 'foundl', 'silentfilm', 'beautifulgirl', 'unspokenlov', 'laughter', 'agegap']"
71068,"['nativeamerican', 'railway', 'springfieldillinoi']"
111747,"['runaway', 'railroad', 'shame']"
32716,"['gold', 'immigr', 'dakota', 'sioux', 'outlaw']"
41845,[]
25078,[]
14069,"['timetravel', 'love', 'surreal', 'sliceoflif', 'teenagegirl', 'school', 'student', 'schoolgirl', 'teenagerom', 'pud']"
15053,"['sex', 'independentfilm', 'relationship']"
81522,['grotesqu']
6933,"['candi', 'lossofsist', 'mobilephon', 'answeringmachin', 'dyinganddeath', 'victim', 'deathofafriend', 'asthma', 'friendship', 'polic', 'delus', 'remak', 'cowardli', 'train']"
14423,['gospel']
8090,"['suicid', 'fbi', 'kidnap', 'snuff', 'sadism', 'investig', 'polic', 'psychopath', 'webcam', 'websit', 'murder', 'serialkil', 'internet', 'tortur', 'violenc', 'voyeur']"
7555,"['missionari', 'river', 'boat', 'pastor', 'snake', 'fight', 'border', 'mercenari', 'thailand', 'burma', 'war', 'weapon', 'sequel']"
16988,"['blackpeopl', 'lossofsist', 'danc']"
7278,"['fight', 'queen', 'penguin', 'blackhol', 'men', 'armi', 's.a.t.', 'aftercreditssting', 'duringcreditssting']"
9030,"['sistersisterrelationship', 'blindnessandimpairedvis', 'eyeoper', 'eyesight', 'dyinganddeath', 'eye', 'classicalmus', 'sister', 'eyespecialist', 'remak']"
14220,"['tvshow', 'bigfoot']"
13160,"['diari', 'romanticcomedi', 'deathoflov', 'spirit', 'deathbyaccid', 'psychic']"
27357,[]
10834,"['suicid', 'germandemocraticrepubl', 'malefriendship', 'roadmovi']"
13059,['mumblegor']
11253,"['auction', 'northernireland', 'resign', 'superhero', 'rebellion', 'violenc', 'spear', 'splitscreen', 'superheroteam', 'armrippedoff', 'supervillain', 'remors', 'fathersonconflict']"
58470,[]
38007,['independentfilm']
8321,"['vietnames', 'canadianstereotyp', 'skinnedal']"
17665,"['vatican', 'pope', 'cathol']"
4034,"['spi', 'brazil', 'kidnap', 'treasurehunt', 'artifact', 'farc', 'ancient']"
1479,"['schizophrenia', 'terror', 'sex', 'paranoia', 'adopt', 'investig', 'daughter', 'murder', 'crime', 'ill', 'nois', 'mental', 'human']"
2282,"[""women'ssexualident"", 'love']"
100526,"['lighthous', 'lighthousekeeper']"
62652,"['africa', 'coloni', 'femalesing']"
53094,"['dystopia', 'cyberpunk']"
244145,[]
59474,"['brazilian', 'biographi', 'womandirector']"
19275,[]
7973,"['women', 'hairdress', 'sistersisterrelationship', 'newlov', 'unexpectedhappi', 'virgin', 'beauti', 'dressmak', 'cosmeticsandhygien', 'wed', 'policeoffic', 'exist', 'womandirector']"
15020,['independentfilm']
34981,['warinafghanistan']
13054,"['hooligan', 'crime', 'drug']"
18893,[]
55294,['independentfilm']
43691,"['prison', 'napoleon', 'reveng', 'escap', 'dungeon']"
7839,"['waitress', 'inventor', 'restaur', 'arrest', 'marriag', 'polic', 'love', 'jail', 'lingeri', 'wed', 'propos', 'shop', 'dare', 'accid']"
77245,"['historicalfigur', 'lincolnassassin']"
19384,"['evid', 'overdos', 'heroin', 'cop', 'alien', 'shootout', 'undercovercop', 'drug']"
13121,[]
71072,['dystopicfutur']
46885,"['journalist', 'stalk', 'serialkil', 'womanreport', 'hospit', 'slasher', 'maniac', 'psycho', 'videonasti', 'canuxploit']"
13315,['homosexu']
42041,"['suicid', 'cult', 'internet']"
13490,['talkshow']
8676,"['helicopt', 'cemeteri', 'boat', 'mexicanstandoff', 'sword', 'cave', 'shipwreck', 'yacht', 'bahama', 'jetski', 'treasurehunt', 'rivalri', 'scubadiv', 'gangster', 'underwat', 'divorc', 'heiress', 'ex-husbandex-wiferelationship', 'henchmen']"
43705,"['babi', 'marriedcoupl', 'seclus', 'adoptivemoth', 'pregnanc', 'expectantmoth', 'birthmoth', 'concertpianist', 'missinghusband', 'uneasyalli', 'newlyw']"
12855,"['canada', 'electioncampaign', 'independentfilm']"
37003,[]
15030,"['boat', 'womandirector']"
12167,"['grouptherapi', 'joint', 'wheelchairuser', 'johnnycash', 'pistol']"
28093,"['captain', 'worldwarii', 'bomber', 'offic', 'crew', 'basedontruestori', 'harbor', 'sailor', 'battleship', 'lifeboat', 'destroy']"
20520,[]
76235,"['basedonnovel', 'write', 'hunger', 'writer']"
48131,"['smalltown', 'supernaturalpow']"
8247,"['adolesc', 'basedonnovel', 'lossofchild', 'fight', 'chase', 'teleport', 'supernaturalpow', 'leapintim', 'enemi', 'motherlylov']"
7992,"['capit', 'greatbritain', 'illegalimmigr', 'worker', 'exploit', 'classsocieti', 'independentfilm']"
14105,"['prison', 'babysitt', 'reveng', 'grief', 'suspens']"
8390,"['lovesick', ""loveofone'slif"", 'narrat', 'lover', 'kiss', 'daughter', 'affect', 'relat', 'makeamatch', 'sexeduc', 'relationship', 'divorc', 'fatherdaughterrelationship', 'pastrelationship']"
21490,[]
95169,"['germani', 'birthday', 'bavaria', 'widow', 'germanamerican']"
13641,"['corrupt', 'horserac', 'suicideattempt', 'kidnap', 'deathofafriend', 'gamblingdebt', 'deathofachild', 'murder', 'fate', 'gangster', 'exist']"
113788,"['judg', 'inform', 'ireland', 'algier', 'hangingjudg']"
18652,['independentfilm']
125742,[]
7461,"['bomb', 'terror', 'spain', 'usapresid', 'terrorist', 'waragainstterror', 'camera', 'carjourney', 'press', 'televis', 'camcord', 'bodyguard', 'safeti', 'terrorcel', 'limousin', 'media', 'securityguard']"
8204,"['brothersisterrelationship', 'familyrelationship', 'singlemoth', 'alternater', 'motherchildrelationship', 'hiddentruth', 'goblin', 'magicalcreatur', 'fairi']"
8328,"['underdog', 'competit', 'streetgang', 'hip-hop', 'breakdanc', 'insurg', 'heart-throb', 'dancingscen', 'tapdanc', 'scholarship', 'ballet']"
14073,"['wifehusbandrelationship', 'emperor', 'hindu', 'marriagecrisi', 'epic', 'swordfight', 'domineeringmoth', 'mughalempir', '16thcenturi']"
94009,"['bar', 'singer', 'gangster']"
12650,"['newlov', 'letter', 'millenium', 'mail', 'mailbox', 'changingthepastorfutur']"
72602,['escapefromprison']
25919,[]
15365,[]
12184,"['england', 'sistersisterrelationship', 'queen', 'kingdom', 'henryviii']"
13260,"['sport', 'basketbal', 'nba', 'merger', 'trade', 'garbagecan', 'canon', 'championship', 'deadpar']"
7942,"['fathersonrelationship', 'newlov', 'fiancé', 'train', 'rent', 'jog', 'marathon', 'wed', 'pregnanc']"
36091,"['love', 'flashback', 'fiancé']"
117001,[]
38052,"['competit', 'china', 'documentari', 'elect', 'kid', 'candid']"
13362,"['taxi', 'afghanistan', 'guantanamobay', 'torturechamb']"
10844,"['newzealand', 'gunrampag', 'polic', 'independentfilm', 'neighbor', 'personrunningamok']"
21043,"['sex', 'career', 'ambit', 'treason']"
23312,[]
11161,"['farewel', 'lossoflov', 'career', 'u.s.armi', 'loss', 'truth', 'independentfilm', 'lossofwif', 'iraqwar']"
6473,['helicopt']
90387,[]
33034,"['chess', 'bridg', 'widow', 'automobileaccid', 'foreigncorrespond']"
38804,[]
21373,"['sexualfantasi', 'nonstatutoryfemaleonmalerap', 'independentfilm', 'womandirector']"
13493,['roadtrip']
7840,"['indigen', 'lover(female)', 'pyramid', 'mammoth', 'sapient', 'mountainvillag', 'stoneag', 'fighter', 'primitivetim', 'saber-toothedtig']"
8848,"['infidel', 'subway', 'cardeal', 'vault', 'mannequin', 'bahama', 'stripclub', 'wife', 'offer', 'photographi', 'londonunderground', 'basedontruestori', 'extort', 'doublecross', 'walkietalki', 'railwayst', 'jackhamm', 'politicalcorrupt', 'bankheist']"
13460,"['dystopia', 'quarantin', 'futurist', 'swordfight', 'lethalvirus']"
12222,"['eleph', 'rescu', 'jungl']"
8461,"['brotherbrotherrelationship', 'boat', 'psychopath', 'vacat', 'murder', 'suspens', 'neighbor', 'tortur', 'dog', 'famili']"
7862,"['worldwarii', 'counterfeit', 'nazigermani']"
12246,"['mongolia', 'genghiskhan']"
16666,"['spider', 'song', 'uganda', 'tribe', 'camp', 'photograph', 'skull', 'fatherdaughterrelationship', 'teenageboy', 'displac', 'displacementcamp', 'chorus', 'walkietalki', 'urbanset', 'rehears', 'practic', 'womandirector']"
12177,"['sport', 'icehockey', 'guru', 'comedi', 'bollywood', 'india', 'spiritualist', 'brokenheart', 'self-help']"
15511,"['brotherbrotherrelationship', 'hostag', 'veget', 'children', 'pirat', 'king', 'waiter', 'aftercreditssting', 'duringcreditssting']"
13025,"['zombi', 'foundfootag']"
2239,"['sexual', 'newlov', 'erotic', 'nightlif', 'dyinganddeath', 'stepmoth', 'conflict', 'crime']"
7985,"['marriagepropos', 'isol', 'yellowpress', 'fairytal', 'beauti', 'pig', 'nose', 'motherlylov', 'makeamatch', 'modernfairytal']"
7343,"['slum', 'fathersonrelationship', 'streetgang', 'brazilian', 'becominganadult', 'riodejaneiro', 'lossoffath', 'fathermurd', 'willtosurv', 'battleforpow', 'matteroflifeanddeath', 'streetriot', 'boygang', 'independentfilm', 'gang', 'youthgang', 'fatherfigur']"
28816,[]
14066,[]
37300,"['sister', 'familysecret', 'inherit', 'gothic']"
13016,"['corrupt', 'worldwarii', 'economictheori', 'adolfhitl', 'economi', 'waronterror', 'bank', 'georgew.bush', 'elit', 'conspiracytheori']"
10797,"['denmark', 'friendship', 'teacher', 'student', 'adultanim', 'teachersandstud']"
6391,"['women', 'roleofwomen', 'fracturedleg', 'telaviv', 'wed', 'maid', 'womandirector']"
14011,"['dccomic', 'superhero', 'basedoncom', 'superpow']"
29004,"['sex', 'vatican', 'pope', 'muslim', 'usapresid', 'rapmus', 'hungari', 'classroom', 'medit', 'orgi', 'balconi', 'primeminist', 'bodyguard', 'timetravel', 'stoneag', 'virtualr', 'darkcomedi', 'comedi', 'organizedcrim', 'anim', 'oil', 'urban', 'escap', 'onewordtitl', 'dirtycop', 'policecorrupt', 'masssuicid', 'nuclearbomb', 'terror', 'gangster', 'chines', 'bathtub', 'youth', 'park', 'dog', 'gipsi', 'hungarian', 'gunshot', 'subcultur', 'computerhack', 'hypocrisi', 'pigeon', 'tvnew', 'politicalsatir', 'arab', 'oilwel', 'backintim', 'europeanunion']"
18586,"['sex', 'sexual', 'texa', 'nuditi', 'musician', 'love', 'independentfilm', 'anger', 'actor']"
13196,['womandirector']
3764,"['japan', 'sea', 'boat', 'island', 'willtosurv', 'water', 'nodialog', 'violenc', 'famili', 'japanesenewwav', 'slap']"
14793,[]
8944,"['filmproduc', 'midlifecrisi', 'independentfilm', 'divorc']"
15124,"['cemeteri', 'fraud', 'autopsi', 'suspens']"
33166,"['sport', 'teammat', 'narciss', 'injuri', 'ski']"
45757,[]
28260,"['gang', 'zombi']"
12178,"['londonengland', 'worldwarii', 'singer', 'gover', 'piano']"
14054,"['suicid', 'depress', 'smalltown', 'familyrelationship', 'younglov']"
8060,"['sex', 'jealousi', 'lover(female)', 'restaur', 'deceivedhusband', 'wife', 'deceivedwif', 'friendship', 'wed', 'witnesstomurd', 'childhoodfriend']"
22551,['doctor']
43797,"['orchestra', 'music', 'norwegian', 'skiresort']"
383,"['individu', 'gay', 'homelessperson', 'salesclerk', 'portland', 'hunger', 'immigr', 'cornershop', 'hustler', 'murder', 'independentfilm', 'gaysex', 'rebelliousyouth', 'lgbt']"
78307,"['prison', 'drugdeal', 'singlemoth', 'teenagepregn', 'womandirector', 'dominican']"
12453,[]
28205,"['highschool', 'violenceinschool', 'basedontruestori']"
155,"['dccomic', 'crimefight', 'secretident', 'scarecrow', 'sadism', 'chao', 'gothamc', 'vigilant', 'joker', 'superhero', 'basedoncom', 'tragichero', 'organizedcrim', 'criminalmastermind', 'districtattorney', 'imax', 'supervillain', 'superpow', 'batman']"
72608,"['smalltown', 'widow', 'doctor']"
29369,[]
29907,[]
46883,['independentfilm']
36527,"['hors', 'horserac']"
79161,[]
18070,"['cia', 'nuclearbomb', 'terror']"
14014,"['transport', 'sport', 'independentfilm']"
8456,"['rebel', 'martialart', 'underground', 'fight', 'train', 'champion', 'sport', 'highschool', 'parti', 'reveng', 'blood', 'nemesi', 'violenc', 'club', 'brawl']"
22521,['independentfilm']
79156,['jerusalem']
42536,['biographi']
13688,"['littleboy', 'ufo', 'extraterrestri']"
8457,"['prison', 'jealousi', 'homelessperson', 'beach', 'parentchildrelationship', 'fight', 'bodyguard', 'protect', 'nerd', 'highschool', 'substituteteach', 'campus', 'teacher', 'princip', 'celebr', 'schoolbus', 'aftercreditssting', 'schoollif', 'teachersandstud']"
86792,[]
32579,"['independentfilm', 'womandirector']"
11534,"['tiger', 'homosexu', 'ruralset']"
18633,[]
19333,"['godzilla', 'kaiju']"
31409,['romanticrivalri']
13495,[]
27323,"['videogam', 'femalenud', 'sex', 'nuditi', 'nerd', 'independentfilm', 'arcad', 'teenmovi', 'teensexcomedi', 'teenag', 'valleygirl']"
22060,"['hauntedhous', 'ouijaboard', 'ghost', 'supernaturalhorror']"
511,"['manvsmachin', 'capit', 'adulteri', 'fire', 'factorywork', 'wifehusbandrelationship', 'cheat', 'factori', 'capitalist', 'bankrupt', 'german', 'profit', 'lodz', 'jew', 'pole', 'textileindustri', 'luxuri', 'inhuman', 'friendship', 'reveng', 'teacher', 'arsonist', 'human']"
7797,"['fountainofyouth', 'nepal', 'soulmat', 'dualident', 'lightn', 'agediffer', 'ident', 'secretident', 'amnesia', 'newlov', ""loveofone'slif"", 'newident', 'lover', 'multiplecharact', 'age', 'geneva', 'bern', 'genius', 'partnership', 'ewigejugend', 'malta', 'carcrash', 'crush', 'hospit', 'doctor', 'gestapo', 'psychopathi', 'parallelworld', 'mirror', 'elder', 'romania']"
8093,"['countrysid', 'adolesc', 'shepherd', 'medit', 'revolut', 'vagabund', 'livingtogeth', 'religionandsupernatur', 'culturalrevolut', 'resettl', 'mongolia', 'miner', 'subject', 'coercion', 'teacher', 'revolutionari', 'natur', 'womandirector', 'plagu']"
8065,"['gambl', 'cardgam', 'professor', 'harvardunivers', 'cohabit', 'colleg', 'girlfriend', 'studi', 'dormitori', 'friendship', 'blackjack']"
12890,"['professor', 'independentfilm', 'student']"
15185,"['england', 'capitalpunish']"
44813,"['kidsandfamili', 'independentfilm', 'hawk']"
60612,[]
31421,"['dancecontest', 'independentfilm', 'gayman', 'lesbianinterest']"
24411,"['borderpatrol', 'drugtraffick']"
4942,"['americanfootbal', 'sportsteam', 'stadium', 'hero', 'success', 'sponsorship', 'polic', 'game', 'coach', 'womanreport', 'thebiggam']"
14044,"['civilwar', 'chinesecivilwar', 'war', 'chinesecommunist']"
42143,[]
11483,"['sea', 'float', 'pirat', 'crime', 'piratecaptain']"
36223,[]
25904,[]
8988,"['posttraumaticstressdisord', 'iraqwarveteran', 'u.s.soldi', 'womandirector']"
7944,"['newyork', 'filmdirector', 'legend', 'song', 'public', 'rollingston', 'rock', 'guest', 'musicvideo', 'music', 'concert', 'theatremilieu', 'perform']"
18031,['independentfilm']
18218,['womandirector']
46982,[]
13317,"['fascism', 'dystopia', 'sciencefict']"
14272,"['chinatown', 'enigma']"
28705,"['women', 'jerusalem', 'womandirector']"
35760,"['gymnast', 'hungari', 'canada', 'rivalri', 'athlet', 'teacher', 'student', 'hungarian', 'communism', 'gymnast', 'olympicathlet']"
16283,"['music', 'romanc']"
7351,"['mexico', 'alcohol', 'moneydeliveri', 'vault', 'motherrol', 'one-nightstand', 'baby-snatch', 'insan', 'money', 'violenc', 'drug', 'child']"
8281,"['pari', 'waitress']"
99339,[]
8267,"['pope', 'uruguay', 'pilgrim']"
13312,"['babi', 'suspens', 'gore', 'pregnantwoman', 'newfrenchextrem']"
10488,"['fictionalplac', 'exoticisland', 'shipwreck', 'cruis', 'volcano', 'e-mail', 'daughter', 'turtl', 'author', 'talkinganim', 'pirat', 'womandirector', 'iguana', 'sealion']"
11152,"['mayacivil', 'carnivorouspl', 'ruin']"
15260,[]
18181,[]
9870,"['hawaii', 'one-nightstand', 'beauti']"
14424,[]
11918,"['antihero', 'highschool', 'dragonfli', 'superhero', 'radioact', 'duringcreditssting']"
1266,"['polic', 'losangel']"
12473,"['michigan', 'flat', 'immigr', 'drum', 'class', 'independentfilm']"
13335,"['terrorist', 'aftercreditssting', 'duringcreditssting']"
8827,"['pari', 'one-nightstand', 'advertisingexpert', 'filmnoir']"
12156,"['lovetriangl', 'upperclass', 'singlepar', 'jealousi', 'twinbroth']"
7459,"['carrac', 'lossofbroth', 'chimp', 'famili', 'duringcreditssting', 'womandirector']"
9997,"['archangelgabriel', 'heaven', 'matteroflifeanddeath', 'hell', 'goodandbad']"
28704,['independentfilm']
38376,"['pari', 'femalenud', 'prostitut', 'nightclub', 'stripteas', 'icesk', 'voyeur', 'womandirector', 'drunk']"
8319,"['johnlennon', 'independentfilm', 'killer']"
92299,['heistmovi']
1729,"['tempel', 'shaolin', 'teenag', 'urin', 'staff', 'warrior']"
12179,"['arabian', 'educ', 'osamabinladen', 'iraqwar']"
13079,['suspens']
24701,[]
28131,"['funer', 'clairvoy', 'suspens', 'author', 'writer']"
14324,[]
10503,"['londonengland', 'optim', 'homelessperson', 'dailylif', 'roleofwomen', 'cohabit', 'strongwoman', 'bicycl', 'femalefriendship', 'fortunecooki', 'sister', 'parti', 'flamenco']"
13007,"['muslim', 'museum', 'jew', 'evid', 'rabbi', 'interview', 'christian', 'faith', 'atheist', 'chapel', 'religi', 'cathol', 'evolut', 'trucker', 'mormon', 'skeptic', 'creation', 'aftercreditssting']"
9017,"['bunker', 'nazi', 'easterneurop', 'mercenari', 'revel', 'supersoldi', 'trap', 'blood', 'zombi', 'violenc', 'occult', 'exsoldi']"
25119,[]
53196,['leukemia']
38163,"['gay', 'butler', 'orchid', 'alcohol', 'rich', 'heiress', 'estat']"
13258,"['movieinmovi', 'independentfilm']"
14236,['marijuana']
13784,"['professor', 'gangster', 'brainsurgeon']"
27918,"['reveng', 'scientist']"
28435,"['pari', 'ape']"
31604,"['cia', 'traitor', 'hitman', 'reveng', 'suspens', 'betray']"
38661,['tarzan']
40044,['tarzan']
40214,['tarzan']
40045,"['tarzan', 'newyorkc']"
1810,"['usapresid', 'mexicanrevolut', 'presidentialelect', 'peasant']"
47120,"['sex', 'vienna']"
7861,"['newlov', 'dailylif', 'unexpectedhappi', 'artsandcultur', 'boss', 'cow', 'compani', 'callcent', 'romanticcomedi', 'independentfilm', 'india', 'american', 'americanabroad']"
13018,['decept']
8780,"['pregnancyandbirth', 'surrogatemoth']"
10886,"['itali', 'prostitut', 'cleaningladi', 'suppressedpast', 'ukrainian', 'suspens']"
13650,[]
29291,"['painter', 'symbol', 'artist', 'biographi']"
13359,"['evolut', 'criticallybash', 'creation']"
26232,"['revolut', 'culturalrevolut', 'friendship', 'cubanrevolut', 'womandirector']"
8617,"['aunt', 'remak', 'bloodonshirt', 'slasher', 'deathoffamili', 'masturb', 'renov']"
6967,"['switzerland', 'kenia', 'womandirector']"
1726,"['middleeast', 'armsdeal', 'malibu', 'marvelcom', 'superhero', 'basedoncom', 'tonystark', 'ironman', 'aftercreditssting', 'marvelcinematicunivers']"
22194,"['possess', 'lethalvirus']"
10761,"['scotland', ""loveofone'slif"", 'ladykil', 'one-nightstand', 'bridesmaid', 'forbiddenlov', 'malefemalerelationship', 'bestfriendsinlov']"
12400,"['filmmak', 'filmproduc', 'videosurveil', 'sport', 'interracialmarriag', 'autoaccid', 'instructor', 'jujitsu', 'moviestar', 'husband', 'setup']"
16135,"['pari', 'commune', 'michaeljackson']"
14000,"['detectiveinspector', 'artwork', 'suspens']"
43664,['womandirector']
8681,"['pari', 'kidnap', 'humantraffick', 'rescu', 'prostitut', 'albanian', 'missingdaught', 'exciaag']"
16450,"['robberi', 'reveng', 'murder', 'childinperil', 'hospit', 'stab', 'nonlineartimelin', 'bludgeon', 'banktel', 'getawaydriv', 'surrogatefath', 'murderinvestig']"
12198,"['pari', 'singlepar', 'neglect', 'nanni', 'babysitt', 'brussel', 'balloon']"
14784,"['fictionalplac', 'morphin', 'storytel', 'darwin', 'imagin', '1920s']"
13001,"['wormhol', 'spacetravel', 'supernaturalpow', 'spaceship', 'alien']"
13412,['dominatrix']
13162,"['blindnessandimpairedvis', 'arrangedmarriag', 'blinddat']"
13243,"['adulteri', 'candi', 'mentor', 'highschool', 'independentfilm', 'marijuana', 'drug', 'injuri', 'franchis', 'womandirector', 'accid']"
13008,"['carniv', 'basement', 'dysfunctionalfamili', 'independentfilm', 'teenagegirl', 'church', 'singlemoth', 'truecrim', 'watchingtv', 'jumpingonab', '1960s', 'mistreat']"
9029,"['casino', 'hotel', 'roommat', 'fictitiousmarriag', 'romanticcomedi', 'rivalri', 'wed', 'lasvega']"
15957,[]
8277,"['sex', 'colleg', 'fratern', 'youngadult']"
17106,['independentfilm']
12586,"['waitress', 'beach', 'independentfilm', 'soccer', 'girl', 'chancemeet', 'flashback']"
41648,[]
3014,"['berlin', 'postwarperiod', 'british', 'fallinginlov', 'britnoir']"
43822,"['miner', 'tradeunion', 'socialcommentari']"
87541,"['warcrim', 'nazibackground', 'worldwarii', 'wehrmacht', 'exhibit']"
16042,"['entrap', 'marijuana']"
2454,"['basedonnovel', 'fictionalplac', 'brothersisterrelationship', 'lion', 'humanb', 'wretch', 'leapintim', 'matteroflifeanddeath', 'faith', 'uncl', 'narnia', 'fantasyworld']"
12197,"['depress', 'music', 'friendship', 'author']"
32684,"['childinperil', 'newyorkc']"
25527,"['biographi', 'womandirector']"
17483,"['gay', 'brotherbrotherrelationship', 'california', 'skateboard', 'homophobia', 'brothersisterrelationship', 'comingout', 'artist', 'graffiti', 'surf', 'artschool', 'littleboy', 'gayrelationship', 'familyrelationship', 'classdiffer', 'singlemoth', 'lgbtteen', 'olderbroth']"
14530,"['pornographi', 'sex', 'americandream', 'stagnight', 'parti', 'intersexu', 'independentfilm', 'potsmok', 'losangel', 'drug', 'deceit', 'onenight', 'bachelorparti']"
21182,"['massachusett', 'choir', 'music', 'deathofafriend', 'rock', 'musicvideo', 'profan', 'cancer', 'womandirector']"
13191,"['hitman', 'politicalsatir']"
38834,"['forbiddenlov', 'health', 'romanc', 'student', 'univers', 'relationship', 'lectur']"
15356,"['terror', 'rape', 'suffer', 'victim', 'pain', 'sister', 'aunt', 'helpless', 'controversi', 'children', 'tortur', 'sadist', 'teenag', 'cruelti', 'humili', 'hate', 'evil', 'abus', '1950s']"
15281,"['iowa', 'agricultur', 'documentari', 'foodindustri', 'corn', 'farm']"
217,"['savingtheworld', 'riddl', 'whip', 'treasur', 'mexicoc', 'leatherjacket', 'machinegun', 'alienphenomenon', 'mayacivil', 'peru', 'treasurehunt', 'nuclearexplos', 'refriger', 'archaeologist', 'indianajon', 'archeology\xa0']"
13534,[]
50700,"['independentfilm', 'womandirector']"
85514,"['basedonnovel', 'sabotag']"
10120,"['hitman', 'missionofmurd', 'stupid', 'blond', 'gangster']"
60676,[]
22498,[]
37481,"['winter', 'outlaw', 'streetshootout']"
12808,"['scotland', 'indianlead', 'restaur', 'integr', 'lesbianrelationship', 'homosexu', 'lgbt', 'womandirector']"
82437,[]
43145,"['talkingtothecamera', 'divorc']"
44260,[]
38282,['homosexu']
12245,"['mathematician', 'mathemat', 'oxford', 'symbol', 'triangl']"
10885,"['japan', 'suicid', 'photograph', 'honeymoon', 'nightmar', 'ghostbust', 'ghostworld', 'photographi', 'remak', 'reveng', 'roadaccid', 'wed', 'caraccid', 'spirit', 'death', 'ghost', 'hitbyacar', 'fashionmodel', 'shadow', 'magazineeditor']"
15378,['poker']
4564,"['cityportrait', 'hotel', ""newyear'sev"", 'forgiv', 'fashionjourn', 'saintloui', 'fashiondesign', 'malibu', 'couplestherapi', 'bestfriend', 'fashion', 'childwish']"
10665,"['mask', 'victimofmurd', 'murder', 'bagoverhead', 'slasher', 'psychologicalthril', 'homeinvas', 'verylittledialogu']"
10822,"['mother', 'sex', 'adulteri', 'nuditi', 'scandal', 'son', 'love', 'murder', 'true', 'teenag', 'gayman', 'incest', 'socialit']"
13636,"['americandream', 'americanwayoflif', 'steroid']"
9022,"['suicideattempt', 'gun', 'texa', 'massmurd', 'farmwork', 'plannedmurd', 'beauti', 'dyinganddeath', 'fraud', 'plan', 'surpris', 'farm', 'victimofmurd', 'conspiracyofmurd', 'highschool', 'murder', 'youth', 'beautifulgirl', 'femalecorps']"
31512,['music']
14103,"['southafrica', 'treasurehunt', 'rescu', 'allanquatermain']"
9502,"['china', 'martialart', 'kungfu', 'mentor', 'snake', 'restaur', 'shop', 'strongwoman', 'braveri', 'tiger', 'turtl', 'panda', 'sensei', 'anthropomorph', 'fight', 'ancientchina', 'monkey', 'master', 'destini', 'evil', 'aftercreditssting', 'monkeywarrior', 'noodl']"
16117,"['consumpt', 'shoppingmal']"
130639,[]
51929,[]
74349,"['brazilian', 'cinemanovo']"
14050,[]
14019,"['whitetrash', 'music', 'profan', 'unsimulatedsex', 'masturb']"
15776,[]
17221,"['taxi', 'taxidriv', 'cover-up', 'badcop', 'newyorkc', 'frame', 'policedetect', 'policeman', 'filmnoir', 'racket']"
37308,"['mexico', 'lawman\xa0']"
29377,"['orient', 'merchantmarin']"
26119,"['rape', 'poss']"
42358,"['gun', 'boat', 'cabin', 'cold', 'reveng', 'automobil', 'gangster', 'crash', 'american', 'bike']"
50231,"['fbi', 'historicalfigur', 'dilling']"
